protein,best model,model score
V1328071,model_1,69.3892466643342
V1295450,model_3,76.25489694643491
V1201800,missing,missing
V1078922,model_1,90.00521608052921
V1152490,model_5,97.29655056272276
V1073964,model_1,64.56896197957741
V1195157,model_1,93.24684586701545
V1356881,model_3,93.4153360349434
V1431081,model_5,73.74809221034803
V1068720,model_1,72.42753689565677
V1175593,model_4,83.65174079890458
V1392141,model_3,82.63158891807275
V1171121,model_3,83.18123572440668
V1238925,model_1,84.70374030544092
V1420701,model_1,55.52289167143898
V1144561,model_1,90.8548631123528
V1315306,model_5,91.53023959966806
V1069568,model_5,95.23533485868191
V1301595,model_4,82.40311171989373
V1071611,model_1,78.44338987654274
V1042541,model_1,80.59539600119824
V1216281,missing,missing
V1176621,model_5,92.36751037093596
V1138990,model_1,58.8385281860097
V1191820,model_3,83.53256679867823
V1058067,model_3,80.19539393662502
V1019290,model_3,90.60970277561229
V1145264,model_1,80.78875400105493
V1067246,model_3,88.293273784436
V1151759,model_3,86.23603954592413
V1430219,model_1,85.38688992476162
V1166811,model_1,64.64060480494254
V1265374,model_2,85.11756848549176
V1075925,model_3,95.42772822491484
V1420842,model_3,87.7759240241863
V1116310,model_5,67.63516781710474
V1158982,model_3,80.60560653218015
V1080632,model_3,82.00221596947134
V1073432,model_1,76.97647962699298
V1105456,model_1,89.6075639252928
V1216126,missing,missing
V1070884,model_5,91.11491910993176
V1138915,model_4,89.20800165500575
V1363061,model_3,91.18074342673641
V1346073,model_3,93.77560899837863
V1172481,model_3,86.10665339060334
V1118663,model_3,81.33532851259423
V1099358,model_4,83.09068583597532
V1356577,model_4,87.34913575816559
V1381177,model_4,64.63702562481554
V1171174,model_1,61.11933682146126
V1195420,model_4,92.58614332806916
V1216280,missing,missing
V1394973,model_2,78.3288769906464
V1314340,model_2,77.9641878135123
V1079431,model_4,66.04581462539373
V1430318,model_3,87.73180065480119
V1054366,model_2,88.11223302479954
V1199642,model_1,75.4839544635251
V1395797,model_3,36.32133385646182
V1172777,model_4,66.66113908904
V1242814,model_2,91.7313977385185
V1369304,model_5,80.1868557512763
V1017928,model_4,92.57826144192893
V1301511,model_4,62.720715946013975
V1191465,model_1,70.4938284329173
V1085485,model_1,72.16191798385385
V1071209,model_5,84.03451082565765
V1084945,model_1,79.7031404076856
V1267321,model_2,81.09027995723986
V1170579,model_4,56.40183641191457
V1409705,model_1,72.50613543579854
V1070825,model_4,91.8715644096643
V1323186,model_1,64.41000048484058
V1329001,model_2,57.17975567819126
V1295459,model_3,86.25409573295559
V1103186,model_2,90.74825096488145
V1012523,model_2,87.95346573937559
V1037320,model_5,51.50352400036072
V1268291,model_5,91.5898780100571
V1086470,model_1,78.24409801988904
V1413215,model_2,85.51317897223431
V1337387,model_2,62.81472230538922
V1014340,model_3,94.94120533182613
V1116456,model_2,92.83252374266735
V1086971,model_1,61.611036852818145
V1368178,model_1,59.587479674436324
V1103276,model_1,53.178608762345874
V1083136,model_3,86.55858187800604
V1137003,model_1,73.2125468780232
V1170550,model_3,75.26927621463668
V1014108,model_3,68.10014633116293
V1145033,model_1,66.82088519822302
V1216066,missing,missing
V1374021,model_1,82.13930387055451
V1041576,model_2,93.92525435611331
V1031931,model_1,73.86406067451921
V1036662,model_5,93.21357648837402
V1327710,model_4,73.66208578415217
V1139465,model_1,79.31023537510148
V1421055,model_3,87.87003039589122
V1038941,model_3,81.96069287369973
V1395254,model_3,64.70015512875439
V1394355,model_4,92.71281960522232
V1295146,model_5,39.95073821098569
V1073281,model_2,87.61089230485537
V1070435,model_3,83.42498211867373
V1241251,model_1,60.78178993852001
V1195994,model_3,89.83878545511611
V1072028,model_3,86.19777846835056
V1345649,model_4,77.57923447253896
V1355523,model_2,85.22999121242451
V1328672,model_1,79.70819299072576
V1195247,model_3,91.65376688997189
V1200076,missing,missing
V1069998,model_3,72.4736823602422
V1442484,model_3,87.87494842665123
V1152111,model_1,71.87952626807714
V1313265,model_1,88.09546163130948
V1447091,model_5,98.45534575255158
V1198790,model_1,77.63027469626003
V1037784,model_3,91.10969757571263
V1201884,missing,missing
V1431452,model_5,73.36721314039058
V1199793,model_3,84.69590083415721
V1458444,model_1,59.69286345137089
V1328767,model_1,73.99056874816935
V1032029,model_3,74.53613578958041
V1180866,model_1,47.52182501375125
V1104650,model_1,78.98492319047865
V1458601,model_1,79.06546611782453
V1363914,model_3,75.26551688723926
V1195640,model_5,77.76250885055698
V1154198,model_3,83.72702445536513
V1195133,model_1,90.63901489705081
V1034249,model_1,69.24886097247453
V1216283,missing,missing
V1176673,model_1,68.40154294242471
V1268831,model_5,70.21839524393528
V1050803,model_1,76.28978292105003
V1393933,model_1,73.30774586231253
V1156780,model_3,89.10650045744434
V1078733,model_2,89.17930851452726
V1037164,model_1,89.70705049025553
V1195629,model_1,82.64158021054998
V1195419,model_2,49.47555191455512
V1145002,model_3,93.64640056434618
V1040359,model_3,83.18179932343689
V1037384,model_3,83.81648370247417
V1394326,model_5,74.52569789013927
V1430252,model_2,90.98525553740049
V1394675,model_1,43.61695473924608
V1409477,model_5,73.38906613400964
V1013271,model_5,68.44091740046528
V1151029,model_4,90.48907727009966
V1385880,model_1,65.4040071600063
V1008223,model_5,80.4321487324265
V1099681,model_4,93.19892051492394
V1151013,model_3,92.45338035192214
V1039664,model_3,88.16951096465174
V1291693,model_2,65.04762522706208
V1170764,model_1,81.54310855613824
V1199718,model_3,82.72881959609688
V1420829,model_1,78.94384857378581
V1408337,model_5,92.4270190429808
V1355610,model_1,75.62675919505368
V1069088,model_4,88.71444616638944
V1384207,model_1,76.22351636878385
V1355509,model_5,72.44318084510606
V1031964,model_5,75.99043233842049
V1313579,model_4,75.76827021290084
V1195179,model_5,64.35693691848708
V1141040,model_4,62.66555509136987
V1240643,model_4,81.9065643333335
V1071702,model_5,81.82026284817749
V1037475,model_2,86.19225035138079
V1328214,model_5,72.26585161927538
V1365692,model_4,79.36843823783153
V1374950,model_3,73.42986990895942
V1054253,model_1,74.78378040117634
V1385665,model_1,51.336356302560496
V1032097,model_1,73.6336668568202
V1365672,model_5,72.66704008772261
V1051171,model_1,78.40018437441039
V1076017,model_1,47.71985504914075
V1275601,model_3,93.5779811054081
V1099021,model_3,75.12989957924968
V1266247,model_2,72.86492609635967
V1421219,model_1,86.49926631871193
V1323850,model_1,93.3378891318798
V1040885,model_2,47.09518937181669
V1356252,model_3,65.77729334432786
V1394948,model_3,75.66880371916895
V1191313,model_3,83.63548524592507
V1040826,model_3,86.83411107549995
V1166954,model_3,86.03127718961126
V1237377,model_3,92.26124535938567
V1239750,model_3,89.33031552672588
V1070974,model_1,67.3762066086151
V1215290,missing,missing
V1239708,model_3,74.69900772218858
V1176177,model_4,69.0239200020411
V1154652,model_3,80.75535477354924
V1072300,model_5,74.98693030850815
V1082209,model_5,84.96103106231489
V1102821,model_1,56.46854085100382
V1152292,model_5,70.08025366189356
V1368675,model_1,89.94143469930536
V1355511,model_5,85.7896667753324
V1085879,model_3,87.57511860886815
V1314490,model_3,94.41087806355235
V1394749,model_3,92.88177618400003
V1151103,model_3,90.63622791805568
V1006900,model_3,91.03480582952776
V1068589,model_1,68.53676524490352
V1042313,model_3,95.60636751913984
V1316442,model_1,57.26350466889646
V1154599,model_2,89.87948054551846
V1055210,model_5,85.3461612189913
V1430349,model_1,63.60008406548755
V1265496,model_3,80.48736256910453
V1170884,model_3,84.95071220084718
V1185217,model_3,83.1041597021923
V1053536,model_3,81.81154580339854
V1192027,model_4,84.26009807852839
V1381534,model_3,88.61705805678157
V1176359,model_3,88.8476414473332
V1136963,model_3,78.75696288346242
V1145253,model_2,92.87238872092355
V1198643,model_3,84.17352019136446
V1402160,model_2,87.89243525692794
V1072377,model_1,68.88739526961473
V1374697,model_2,84.82048704090653
V1190462,model_1,69.38492459459988
V1070259,model_5,93.45789755570601
V1079679,model_1,59.388816206097744
V1241164,model_1,76.90764559828827
V1104967,model_3,87.97708454117681
V1037148,model_1,82.0221847180979
V1099250,model_1,93.49243560779571
V1436766,model_2,93.61207826246898
V1099038,model_1,72.70416131908226
V1199989,missing,missing
V1329298,model_4,83.9045235159959
V1103468,model_3,88.29804270546109
V1037529,model_1,77.30991629758743
V1436807,model_5,81.56644921042296
V1012776,model_1,85.00917321149866
V1100366,model_5,84.46216360747414
V1006927,model_5,70.10290787942576
V1040312,model_4,90.12456033001008
V1151494,model_5,72.94981580465424
V1357191,model_2,74.68440412390801
V1175888,model_3,87.34534269909929
V1018315,model_4,87.06384229177431
V1265964,model_5,69.95196692793678
V1011329,model_3,88.11718038639881
V1408469,model_1,68.73242210822441
V1074929,model_5,90.17982060209337
V1070726,model_1,88.27430844371354
V1104701,model_4,87.92703330627775
V1103005,model_3,89.91924236402775
V1099349,model_1,83.57537439190112
V1369021,model_2,73.23563846699807
V1268976,model_4,76.81917557602708
V1141457,model_3,70.39650833358183
V1436683,model_3,53.95559740812567
V1201933,missing,missing
V1023139,model_3,81.18738644252491
V1171476,model_1,93.78381970013811
V1151576,model_3,88.52152984805006
V1007415,model_1,67.86204834335193
V1152197,model_3,73.15262092666474
V1175986,model_1,83.25125051008071
V1099202,model_3,74.28833658403862
V1199984,missing,missing
V1032032,model_5,87.41511966520454
V1410515,model_3,81.94191001779843
V1334774,model_1,66.97180032670538
V1170707,model_3,84.45177696000256
V1070885,model_1,62.172751907472886
V1380935,model_1,84.37434805336017
V1295055,model_3,83.72376550083564
V1013644,model_2,64.36915964005605
V1070632,model_3,89.79763718090715
V1006885,model_1,75.60193557565428
V1199758,model_5,74.0128473523398
V1191768,model_1,85.29388452344122
V1073458,model_4,84.03913949781393
V1237424,model_1,86.30146809095858
V1430199,model_1,88.72896801888534
V1079901,model_2,78.88016544058311
V1042510,model_4,80.52664735817085
V1394645,model_3,87.12143405002548
V1386083,model_4,68.90233070532031
V1368751,model_4,63.73348581664049
V1458925,model_5,64.3293690859886
V1368035,model_4,82.62015762296888
V1157432,model_1,84.16281537319819
V1175228,model_5,74.53584115280628
V1386345,model_3,87.99399137911446
V1199977,missing,missing
V1401028,model_4,93.94397487470376
V1346518,model_3,79.22403248795432
V1408529,model_3,88.83152896696394
V1265981,model_1,82.34284874048726
V1098927,model_3,81.12270693097484
V1099927,model_1,74.35476867574326
V1349629,model_1,85.44022558816167
V1193414,model_1,82.11770811019373
V1032178,model_5,85.61679604313836
V1400519,model_1,67.11058227191741
V1420799,model_5,64.2980231403202
V1176298,model_1,89.33930354699837
V1016396,model_3,82.24833859897718
V1267339,model_4,79.09096124566456
V1315263,model_3,86.45114619273608
V1458263,model_3,87.98773370110585
V1458443,model_1,56.30079787392455
V1140439,model_4,87.40600686708571
V1240461,model_1,64.40547638101876
V1080130,model_3,57.64481563820633
V1193647,model_1,90.53161642750688
V1437374,model_1,76.62630890652892
V1141515,model_3,87.06271364704673
V1146621,model_2,90.53220302845153
V1008235,model_4,73.6327807051564
V1103497,model_5,89.49375742021809
V1103850,model_1,72.7088064919935
V1139878,model_2,93.9046303378997
V1395517,model_1,43.1027418409535
V1036661,model_3,82.05180588556635
V1348165,model_1,83.6603316936189
V1328414,model_3,62.67342943030205
V1177123,model_1,46.53918097523156
V1342969,model_5,89.22170980391941
V1099028,model_5,94.55472002908884
V1043096,model_1,74.1820022400396
V1394677,model_1,68.60633196924736
V1155389,model_3,79.52292519516395
V1315919,model_3,69.0502216845176
V1136912,model_1,75.94390565016151
V1413362,model_1,63.804729022841656
V1156777,model_3,87.16076971695341
V1315093,model_2,93.19467648083516
V1042310,model_4,74.15229053669388
V1151417,model_4,93.09964165135926
V1316659,model_3,88.30559496872439
V1267406,model_3,74.0821560953323
V1291033,model_1,63.415231716203756
V1150974,model_2,83.52093526106637
V1458577,model_1,68.4980079048245
V1104488,model_3,71.92560520170896
V1018095,model_2,78.97283160097464
V1103594,model_3,87.67022714655069
V1324479,model_5,69.44240959318103
V1445305,model_3,47.958162009945816
V1190746,model_3,88.23296804014458
V1246319,model_3,84.22654274926131
V1200248,missing,missing
V1314225,model_1,62.74449554901341
V1166907,model_1,73.22690803060127
V1098949,model_3,87.64760179217991
V1151928,model_3,82.40875573880467
V1291787,model_1,75.42558484538745
V1265654,model_5,87.55547640262961
V1100216,model_3,89.47964590521732
V1157841,model_4,85.57538341339352
V1167915,model_3,89.02781189237182
V1375909,model_3,92.3728506039225
V1273433,model_3,70.38830013993295
V1265922,model_3,87.00593531087668
V1294764,model_1,53.28432833849756
V1171126,model_1,76.62102794033757
V1386292,model_3,80.33522993103469
V1068371,model_5,84.8176086261676
V1070844,model_1,86.7329944935652
V1436346,model_5,75.25407492732965
V1151682,model_3,84.55850576866656
V1175164,model_3,88.80720155732246
V1036838,model_1,64.85824711745936
V1191003,model_5,91.68387743656571
V1400517,model_1,63.442935765181076
V1266152,model_3,74.95164851917497
V1040670,model_1,90.71916865504544
V1032189,model_4,84.12210102916889
V1100009,model_4,89.83953605642242
V1043503,model_4,66.54624381833015
V1086165,model_5,80.66664402020373
V1367240,model_3,65.75792114877535
V1356750,model_4,66.48140977590757
V1243468,model_4,64.56526229782527
V1017935,model_1,93.08750839899041
V1040891,model_1,88.51484581381165
V1041968,model_3,69.30037632436276
V1109674,model_4,87.62827019813743
V1152353,model_3,88.47788879524644
V1105412,model_3,83.37224365804536
V1114497,model_3,81.96530571907512
V1247469,model_1,82.16845433638187
V1344934,model_3,92.64950054767571
V1395629,model_4,76.21791186597129
V1103564,model_1,57.96838626916605
V1328292,model_5,73.01471836800881
V1195131,model_1,88.9030208067151
V1180561,missing,missing
V1436300,model_4,94.02839493984426
V1081455,model_1,68.13293058476361
V1032269,model_3,82.47594072154898
V1268402,model_3,88.34483629318706
V1265905,model_4,69.03339490115017
V1031951,model_5,94.4701688564278
V1052174,model_2,96.59700260012625
V1144926,model_1,88.7613022485386
V1192886,model_1,60.60763487101739
V1216237,missing,missing
V1314604,model_4,77.21583344179538
V1239730,model_3,88.04805164468755
V1315048,model_4,73.28728494251772
V1012367,model_1,90.6089293445989
V1152048,model_3,83.58682139543711
V1020597,model_3,78.07939346976833
V1346226,model_1,67.86407450250046
V1199870,model_5,79.33644360301017
V1072143,model_1,78.44365615895074
V1176869,model_3,87.67861517550064
V1151230,model_3,92.15118926249332
V1195031,model_3,89.54400005239529
V1171839,model_3,91.1758967677505
V1082666,model_1,58.81929770815972
V1196389,model_4,90.21527695091909
V1074338,model_1,53.87222488549371
V1195183,model_2,66.88303777383474
V1009585,model_3,89.17933651513016
V1151006,model_3,61.18719918455331
V1420851,model_5,62.541998426610334
V1202181,missing,missing
V1140631,model_1,77.05227634006557
V1008718,model_3,88.26348378973701
V1381481,model_3,51.3802230924286
V1268279,model_1,61.061451124342575
V1239573,model_1,76.4897672709209
V1042847,model_5,79.2051805130005
V1040141,model_1,61.48983009300464
V1013411,model_1,92.78430116891224
V1072537,model_3,85.60188998598933
V1006079,model_1,74.98626548738574
V1420751,model_2,85.87441513862133
V1458261,model_2,92.28714947875254
